Season,Team,avg_exp,var_exp
2009-10,Atlanta Hawks,5.642857142857143,16.247252747252748
2009-10,Boston Celtics,6.0,26.444444444444443
2009-10,Brooklyn Nets,4.882352941176471,12.860294117647058
2009-10,Charlotte Hornets,6.0,16.888888888888893
2009-10,Chicago Bulls,4.5,17.44117647058823
2009-10,Cleveland Cavaliers,4.666666666666667,20.470588235294116
2009-10,Dallas Mavericks,7.722222222222222,14.683006535947715
2009-10,Denver Nuggets,5.923076923076923,11.41025641025641
2009-10,Detroit Pistons,5.142857142857143,17.362637362637365
2009-10,Golden State Warriors,4.1,15.25263157894737
2009-10,Houston Rockets,3.0476190476190474,10.047619047619047
2009-10,Indiana Pacers,4.2,9.742857142857144
2009-10,Los Angeles Clippers,5.368421052631579,14.690058479532167
2009-10,Los Angeles Lakers,6.615384615384615,14.423076923076925
2009-10,Memphis Grizzlies,2.9411764705882355,13.683823529411764
2009-10,Miami Heat,5.6,12.685714285714285
2009-10,Milwaukee Bucks,5.052631578947368,17.163742690058477
2009-10,Minnesota Timberwolves,3.5,7.6000000000000005
2009-10,New Orleans Pelicans,5.1875,13.095833333333335
2009-10,New York Knicks,4.75,15.565789473684214
2009-10,Oklahoma City Thunder,3.2222222222222223,12.300653594771243
2009-10,Orlando Magic,6.333333333333333,14.242424242424242
2009-10,Philadelphia 76ers,4.75,12.999999999999998
2009-10,Phoenix Suns,4.866666666666666,19.552380952380954
2009-10,Portland Trail Blazers,4.315789473684211,20.228070175438592
2009-10,Sacramento Kings,3.05,8.049999999999999
2009-10,San Antonio Spurs,5.764705882352941,25.941176470588232
2009-10,Toronto Raptors,4.4,8.82857142857143
2009-10,Utah Jazz,3.2666666666666666,7.78095238095238
2009-10,Washington Wizards,4.625,11.375
2010-11,Atlanta Hawks,5.823529411764706,11.779411764705884
2010-11,Boston Celtics,6.761904761904762,28.190476190476186
2010-11,Brooklyn Nets,4.363636363636363,12.718614718614717
2010-11,Charlotte Hornets,5.421052631578948,16.035087719298247
2010-11,Chicago Bulls,5.066666666666666,16.20952380952381
2010-11,Cleveland Cavaliers,3.736842105263158,12.98245614035088
2010-11,Dallas Mavericks,7.277777777777778,21.035947712418302
2010-11,Denver Nuggets,5.578947368421052,16.035087719298247
2010-11,Detroit Pistons,6.0,21.000000000000004
2010-11,Golden State Warriors,3.7058823529411766,7.845588235294118
2010-11,Houston Rockets,3.45,11.207894736842103
2010-11,Indiana Pacers,4.133333333333334,13.980952380952383
2010-11,Los Angeles Clippers,4.294117647058823,11.84558823529412
2010-11,Los Angeles Lakers,7.875,26.516666666666666
2010-11,Memphis Grizzlies,3.3684210526315788,10.467836257309942
2010-11,Miami Heat,8.647058823529411,19.74264705882353
2010-11,Milwaukee Bucks,5.470588235294118,17.889705882352942
2010-11,Minnesota Timberwolves,2.588235294117647,5.382352941176471
2010-11,New Orleans Pelicans,4.157894736842105,9.251461988304094
2010-11,New York Knicks,4.25,13.460526315789473
2010-11,Oklahoma City Thunder,4.055555555555555,10.879084967320262
2010-11,Orlando Magic,7.176470588235294,11.779411764705884
2010-11,Philadelphia 76ers,5.066666666666666,17.35238095238095
2010-11,Phoenix Suns,5.2105263157894735,22.064327485380115
2010-11,Portland Trail Blazers,4.833333333333333,20.147058823529417
2010-11,Sacramento Kings,2.625,5.983333333333334
2010-11,San Antonio Spurs,4.4,20.042105263157897
2010-11,Toronto Raptors,3.5454545454545454,9.116883116883116
2010-11,Utah Jazz,4.647058823529412,11.492647058823533
2010-11,Washington Wizards,3.4347826086956523,14.711462450592881
2011-12,Atlanta Hawks,7.8125,23.095833333333328
2011-12,Boston Celtics,7.235294117647059,29.691176470588236
2011-12,Brooklyn Nets,3.9545454545454546,11.95021645021645
2011-12,Charlotte Hornets,4.5,16.26666666666667
2011-12,Chicago Bulls,5.5,13.500000000000002
2011-12,Cleveland Cavaliers,2.9523809523809526,12.347619047619048
2011-12,Dallas Mavericks,7.9375,25.6625
2011-12,Denver Nuggets,4.235294117647059,16.441176470588236
2011-12,Detroit Pistons,4.428571428571429,18.41758241758242
2011-12,Golden State Warriors,4.0,15.052631578947365
2011-12,Houston Rockets,3.6842105263157894,17.89473684210526
2011-12,Indiana Pacers,4.4,11.114285714285714
2011-12,Los Angeles Clippers,5.5,17.205882352941174
2011-12,Los Angeles Lakers,6.588235294117647,24.132352941176475
2011-12,Memphis Grizzlies,4.176470588235294,13.779411764705884
2011-12,Miami Heat,6.3125,22.3625
2011-12,Milwaukee Bucks,4.235294117647059,12.441176470588236
2011-12,Minnesota Timberwolves,3.7333333333333334,13.638095238095241
2011-12,New Orleans Pelicans,2.5454545454545454,6.831168831168831
2011-12,New York Knicks,5.529411764705882,19.639705882352942
2011-12,Oklahoma City Thunder,4.625,19.583333333333336
2011-12,Orlando Magic,5.3125,17.42916666666667
2011-12,Philadelphia 76ers,4.3125,17.295833333333338
2011-12,Phoenix Suns,6.769230769230769,21.19230769230769
2011-12,Portland Trail Blazers,5.222222222222222,26.5359477124183
2011-12,Sacramento Kings,3.066666666666667,8.352380952380951
2011-12,San Antonio Spurs,4.285714285714286,20.714285714285715
2011-12,Toronto Raptors,4.388888888888889,13.31045751633987
2011-12,Utah Jazz,4.6,14.399999999999997
2011-12,Washington Wizards,3.7142857142857144,13.41428571428572
2012-13,Atlanta Hawks,5.333333333333333,13.764705882352942
2012-13,Boston Celtics,6.0,25.89473684210526
2012-13,Brooklyn Nets,5.764705882352941,24.441176470588236
2012-13,Charlotte Hornets,4.666666666666667,13.411764705882355
2012-13,Chicago Bulls,6.533333333333333,18.695238095238096
2012-13,Cleveland Cavaliers,3.263157894736842,8.538011695906434
2012-13,Dallas Mavericks,6.217391304347826,29.99604743083004
2012-13,Denver Nuggets,3.6666666666666665,11.523809523809522
2012-13,Detroit Pistons,3.875,16.249999999999996
2012-13,Golden State Warriors,3.388888888888889,12.016339869281047
2012-13,Houston Rockets,2.1,4.8315789473684205
2012-13,Indiana Pacers,3.375,6.116666666666666
2012-13,Los Angeles Clippers,7.733333333333333,25.638095238095243
2012-13,Los Angeles Lakers,6.75,34.06666666666666
2012-13,Memphis Grizzlies,4.25,12.302631578947368
2012-13,Miami Heat,7.777777777777778,29.7124183006536
2012-13,Milwaukee Bucks,5.055555555555555,15.820261437908494
2012-13,Minnesota Timberwolves,3.6315789473684212,9.24561403508772
2012-13,New Orleans Pelicans,2.6842105263157894,6.450292397660819
2012-13,New York Knicks,8.526315789473685,31.37426900584795
2012-13,Oklahoma City Thunder,4.625,17.716666666666672
2012-13,Orlando Magic,3.8333333333333335,18.970588235294116
2012-13,Philadelphia 76ers,4.117647058823529,14.860294117647056
2012-13,Phoenix Suns,3.875,16.383333333333333
2012-13,Portland Trail Blazers,3.2666666666666666,11.495238095238093
2012-13,Sacramento Kings,3.6470588235294117,8.492647058823527
2012-13,San Antonio Spurs,5.705882352941177,27.97058823529412
2012-13,Toronto Raptors,4.388888888888889,7.781045751633987
2012-13,Utah Jazz,4.785714285714286,13.104395604395604
2012-13,Washington Wizards,4.473684210526316,11.929824561403509
2013-14,Atlanta Hawks,3.7777777777777777,15.594771241830067
2013-14,Boston Celtics,4.052631578947368,14.497076023391811
2013-14,Brooklyn Nets,7.052631578947368,32.385964912280706
2013-14,Charlotte Hornets,4.157894736842105,10.918128654970763
2013-14,Chicago Bulls,5.6,19.410526315789475
2013-14,Cleveland Cavaliers,2.9523809523809526,11.747619047619045
2013-14,Dallas Mavericks,6.333333333333333,30.952380952380956
2013-14,Denver Nuggets,4.625,10.516666666666667
2013-14,Detroit Pistons,3.933333333333333,20.066666666666666
2013-14,Golden State Warriors,4.444444444444445,20.26143790849673
2013-14,Houston Rockets,3.2222222222222223,7.830065359477125
2013-14,Indiana Pacers,4.529411764705882,9.26470588235294
2013-14,Los Angeles Clippers,7.1,17.989473684210527
2013-14,Los Angeles Lakers,5.473684210526316,28.374269005847953
2013-14,Memphis Grizzlies,5.222222222222222,16.653594771241828
2013-14,Miami Heat,7.777777777777778,22.653594771241824
2013-14,Milwaukee Bucks,3.3684210526315788,13.023391812865494
2013-14,Minnesota Timberwolves,3.6470588235294117,7.742647058823529
2013-14,New Orleans Pelicans,3.1904761904761907,5.961904761904762
2013-14,New York Knicks,6.222222222222222,23.00653594771242
2013-14,Oklahoma City Thunder,5.444444444444445,20.73202614379085
2013-14,Orlando Magic,3.375,10.916666666666668
2013-14,Philadelphia 76ers,1.6521739130434783,3.509881422924902
2013-14,Phoenix Suns,3.2,8.885714285714286
2013-14,Portland Trail Blazers,3.8666666666666667,15.838095238095237
2013-14,Sacramento Kings,4.043478260869565,11.952569169960475
2013-14,San Antonio Spurs,5.368421052631579,18.46783625730994
2013-14,Toronto Raptors,4.3,8.957894736842105
2013-14,Utah Jazz,4.0,13.500000000000004
2013-14,Washington Wizards,5.588235294117647,23.382352941176467
2014-15,Atlanta Hawks,4.75,17.400000000000002
2014-15,Boston Celtics,4.545454545454546,15.30735930735931
2014-15,Brooklyn Nets,5.0,28.555555555555557
2014-15,Charlotte Hornets,4.470588235294118,14.51470588235294
2014-15,Chicago Bulls,5.857142857142857,27.978021978021975
2014-15,Cleveland Cavaliers,6.45,24.681578947368422
2014-15,Dallas Mavericks,7.2631578947368425,21.42690058479532
2014-15,Denver Nuggets,4.2,10.168421052631578
2014-15,Detroit Pistons,5.0,11.684210526315791
2014-15,Golden State Warriors,5.0,14.714285714285714
2014-15,Houston Rockets,4.05,20.155263157894733
2014-15,Indiana Pacers,4.8125,10.029166666666665
2014-15,Los Angeles Clippers,6.3,16.431578947368422
2014-15,Los Angeles Lakers,4.277777777777778,22.91830065359477
2014-15,Memphis Grizzlies,5.631578947368421,24.134502923976612
2014-15,Miami Heat,5.380952380952381,18.347619047619048
2014-15,Milwaukee Bucks,3.55,14.260526315789473
2014-15,Minnesota Timberwolves,3.68,21.393333333333334
2014-15,New Orleans Pelicans,3.6666666666666665,6.733333333333334
2014-15,New York Knicks,4.75,18.51315789473684
2014-15,Oklahoma City Thunder,4.333333333333333,10.733333333333333
2014-15,Orlando Magic,3.7333333333333334,16.638095238095236
2014-15,Philadelphia 76ers,1.92,7.410000000000001
2014-15,Phoenix Suns,3.217391304347826,6.1778656126482225
2014-15,Portland Trail Blazers,4.611111111111111,12.957516339869283
2014-15,Sacramento Kings,4.421052631578948,18.923976608187136
2014-15,San Antonio Spurs,6.235294117647059,22.816176470588236
2014-15,Toronto Raptors,4.6,9.257142857142856
2014-15,Utah Jazz,1.7272727272727273,4.398268398268398
2014-15,Washington Wizards,7.111111111111111,22.81045751633987
2015-16,Atlanta Hawks,5.294117647058823,16.845588235294112
2015-16,Boston Celtics,3.0588235294117645,10.308823529411763
2015-16,Brooklyn Nets,4.176470588235294,17.154411764705884
2015-16,Charlotte Hornets,4.352941176470588,11.117647058823529
2015-16,Chicago Bulls,5.0625,21.795833333333338
2015-16,Cleveland Cavaliers,6.777777777777778,22.418300653594777
2015-16,Dallas Mavericks,7.1875,22.962500000000002
2015-16,Denver Nuggets,3.9473684210526314,18.497076023391813
2015-16,Detroit Pistons,4.117647058823529,10.360294117647058
2015-16,Golden State Warriors,6.0,15.733333333333333
2015-16,Houston Rockets,5.833333333333333,21.205882352941174
2015-16,Indiana Pacers,4.5625,12.2625
2015-16,Los Angeles Clippers,6.388888888888889,21.898692810457515
2015-16,Los Angeles Lakers,5.133333333333334,37.123809523809534
2015-16,Memphis Grizzlies,5.535714285714286,25.220899470899468
2015-16,Miami Heat,7.25,27.144736842105257
2015-16,Milwaukee Bucks,3.235294117647059,6.6911764705882355
2015-16,Minnesota Timberwolves,5.0625,40.329166666666666
2015-16,New Orleans Pelicans,5.0,7.999999999999998
2015-16,New York Knicks,4.75,14.999999999999998
2015-16,Oklahoma City Thunder,5.647058823529412,19.99264705882353
2015-16,Orlando Magic,3.4705882352941178,8.514705882352942
2015-16,Philadelphia 76ers,2.7777777777777777,14.88888888888889
2015-16,Phoenix Suns,3.652173913043478,12.964426877470355
2015-16,Portland Trail Blazers,3.0,9.066666666666666
2015-16,Sacramento Kings,5.0,14.285714285714283
2015-16,San Antonio Spurs,8.647058823529411,32.61764705882353
2015-16,Toronto Raptors,4.0625,7.929166666666666
2015-16,Utah Jazz,2.1176470588235294,3.4852941176470593
2015-16,Washington Wizards,6.2631578947368425,13.760233918128653
2016-17,Atlanta Hawks,5.9,23.568421052631578
2016-17,Boston Celtics,4.2,11.885714285714284
2016-17,Brooklyn Nets,3.4761904761904763,8.761904761904763
2016-17,Charlotte Hornets,4.421052631578948,12.5906432748538
2016-17,Chicago Bulls,3.7777777777777777,14.653594771241828
2016-17,Cleveland Cavaliers,8.380952380952381,23.94761904761905
2016-17,Dallas Mavericks,3.8333333333333335,25.014492753623184
2016-17,Denver Nuggets,4.578947368421052,19.146198830409354
2016-17,Detroit Pistons,3.6666666666666665,9.380952380952381
2016-17,Golden State Warriors,6.705882352941177,25.095588235294116
2016-17,Houston Rockets,4.611111111111111,21.781045751633993
2016-17,Indiana Pacers,5.9375,15.79583333333333
2016-17,Los Angeles Clippers,8.266666666666667,24.78095238095238
2016-17,Los Angeles Lakers,4.944444444444445,25.58496732026144
2016-17,Memphis Grizzlies,5.294117647058823,32.345588235294116
2016-17,Miami Heat,4.533333333333333,14.552380952380952
2016-17,Milwaukee Bucks,4.368421052631579,17.80116959064328
2016-17,Minnesota Timberwolves,3.8125,7.229166666666666
2016-17,New Orleans Pelicans,4.038461538461538,7.958461538461536
2016-17,New York Knicks,4.125,18.116666666666667
2016-17,Oklahoma City Thunder,3.8947368421052633,11.321637426900583
2016-17,Orlando Magic,3.6315789473684212,8.912280701754387
2016-17,Philadelphia 76ers,2.4285714285714284,7.157142857142858
2016-17,Phoenix Suns,4.333333333333333,22.352941176470587
2016-17,Portland Trail Blazers,3.066666666666667,3.923809523809524
2016-17,Sacramento Kings,5.421052631578948,15.701754385964911
2016-17,San Antonio Spurs,6.1875,31.495833333333334
2016-17,Toronto Raptors,3.823529411764706,8.90441176470588
2016-17,Utah Jazz,4.733333333333333,19.49523809523809
2016-17,Washington Wizards,3.7777777777777777,9.830065359477127
2017-18,Atlanta Hawks,2.6818181818181817,10.036796536796535
2017-18,Boston Celtics,2.7,9.378947368421054
2017-18,Brooklyn Nets,3.3181818181818183,7.274891774891774
2017-18,Charlotte Hornets,4.0,16.5
2017-18,Chicago Bulls,2.4761904761904763,5.161904761904763
2017-18,Cleveland Cavaliers,7.181818181818182,24.727272727272727
2017-18,Dallas Mavericks,3.739130434782609,26.019762845849797
2017-18,Denver Nuggets,4.666666666666667,23.529411764705884
2017-18,Detroit Pistons,4.045454545454546,10.80735930735931
2017-18,Golden State Warriors,6.705882352941177,26.095588235294116
2017-18,Houston Rockets,5.791666666666667,24.867753623188406
2017-18,Indiana Pacers,4.0,16.0
2017-18,Los Angeles Clippers,3.7142857142857144,12.914285714285715
2017-18,Los Angeles Lakers,3.6666666666666665,18.231884057971012
2017-18,Memphis Grizzlies,3.0416666666666665,11.432971014492752
2017-18,Miami Heat,4.526315789473684,19.485380116959067
2017-18,Milwaukee Bucks,3.9166666666666665,14.166666666666668
2017-18,Minnesota Timberwolves,5.1875,18.295833333333338
2017-18,New Orleans Pelicans,5.391304347826087,17.976284584980235
2017-18,New York Knicks,4.095238095238095,15.190476190476186
2017-18,Oklahoma City Thunder,5.352941176470588,23.242647058823525
2017-18,Orlando Magic,3.736842105263158,10.760233918128655
2017-18,Philadelphia 76ers,3.652173913043478,15.146245059288537
2017-18,Phoenix Suns,3.0454545454545454,15.664502164502158
2017-18,Portland Trail Blazers,3.375,5.9833333333333325
2017-18,Sacramento Kings,4.0,33.05882352941177
2017-18,San Antonio Spurs,6.0,34.75
2017-18,Toronto Raptors,3.388888888888889,14.722222222222225
2017-18,Utah Jazz,3.857142857142857,16.628571428571426
2017-18,Washington Wizards,5.5625,10.929166666666669
2018-19,Atlanta Hawks,3.1818181818181817,20.346320346320354
2018-19,Boston Celtics,3.764705882352941,11.566176470588234
2018-19,Brooklyn Nets,3.473684210526316,10.818713450292398
2018-19,Charlotte Hornets,5.0,24.5
2018-19,Chicago Bulls,2.409090909090909,5.3008658008658
2018-19,Cleveland Cavaliers,4.481481481481482,18.49002849002849
2018-19,Dallas Mavericks,4.904761904761905,31.690476190476186
2018-19,Denver Nuggets,3.3333333333333335,13.176470588235293
2018-19,Detroit Pistons,4.75,19.039473684210527
2018-19,Golden State Warriors,5.823529411764706,24.52941176470588
2018-19,Houston Rockets,5.695652173913044,23.494071146245062
2018-19,Indiana Pacers,4.294117647058823,13.095588235294118
2018-19,Los Angeles Clippers,4.7272727272727275,17.636363636363633
2018-19,Los Angeles Lakers,4.409090909090909,27.77705627705628
2018-19,Memphis Grizzlies,4.571428571428571,15.365079365079364
2018-19,Miami Heat,5.555555555555555,23.320261437908496
2018-19,Milwaukee Bucks,4.875,17.85326086956522
2018-19,Minnesota Timberwolves,4.619047619047619,17.747619047619043
2018-19,New Orleans Pelicans,4.1,8.094736842105263
2018-19,New York Knicks,3.391304347826087,10.794466403162055
2018-19,Oklahoma City Thunder,3.9444444444444446,15.23202614379085
2018-19,Orlando Magic,2.9411764705882355,9.058823529411764
2018-19,Philadelphia 76ers,4.115384615384615,16.026153846153846
2018-19,Phoenix Suns,4.333333333333333,27.97101449275362
2018-19,Portland Trail Blazers,3.888888888888889,6.810457516339872
2018-19,Sacramento Kings,3.25,10.93421052631579
2018-19,San Antonio Spurs,6.0625,28.462500000000002
2018-19,Toronto Raptors,5.2272727272727275,15.707792207792208
2018-19,Utah Jazz,4.611111111111111,16.95751633986928
2018-19,Washington Wizards,5.16,16.306666666666665
2019-20,Atlanta Hawks,4.142857142857143,24.828571428571433
2019-20,Boston Celtics,2.411764705882353,9.882352941176471
2019-20,Brooklyn Nets,4.75,20.80434782608696
2019-20,Charlotte Hornets,3.75,18.466666666666665
2019-20,Chicago Bulls,2.6470588235294117,8.867647058823529
2019-20,Cleveland Cavaliers,3.1904761904761907,11.261904761904761
2019-20,Dallas Mavericks,4.157894736842105,11.695906432748536
2019-20,Denver Nuggets,3.380952380952381,9.54761904761905
2019-20,Detroit Pistons,3.9545454545454546,11.09307359307359
2019-20,Golden State Warriors,2.772727272727273,8.279220779220779
2019-20,Houston Rockets,7.0476190476190474,25.047619047619047
2019-20,Indiana Pacers,3.235294117647059,4.5661764705882355
2019-20,Los Angeles Clippers,5.1,17.778947368421054
2019-20,Los Angeles Lakers,7.15,28.97631578947368
2019-20,Memphis Grizzlies,3.0,9.299999999999999
2019-20,Miami Heat,4.9523809523809526,25.04761904761905
2019-20,Milwaukee Bucks,7.117647058823529,23.735294117647054
2019-20,Minnesota Timberwolves,3.2916666666666665,8.65036231884058
2019-20,New Orleans Pelicans,3.2941176470588234,16.845588235294116
2019-20,New York Knicks,3.8823529411764706,11.110294117647058
2019-20,Oklahoma City Thunder,3.388888888888889,15.428104575163399
2019-20,Orlando Magic,3.789473684210526,11.064327485380115
2019-20,Philadelphia 76ers,4.0,11.333333333333336
2019-20,Phoenix Suns,2.473684210526316,6.04093567251462
2019-20,Portland Trail Blazers,4.65,23.081578947368424
2019-20,Sacramento Kings,4.304347826086956,17.584980237154152
2019-20,San Antonio Spurs,5.111111111111111,23.869281045751624
2019-20,Toronto Raptors,3.388888888888889,15.898692810457517
2019-20,Utah Jazz,3.5,13.947368421052637
2019-20,Washington Wizards,3.3043478260869565,15.403162055335969
2020-21,Atlanta Hawks,4.388888888888889,22.251633986928102
2020-21,Boston Celtics,3.5714285714285716,10.857142857142858
2020-21,Brooklyn Nets,5.481481481481482,17.720797720797727
2020-21,Charlotte Hornets,2.588235294117647,10.382352941176471
2020-21,Chicago Bulls,4.045454545454546,13.188311688311687
2020-21,Cleveland Cavaliers,3.84,14.80666666666667
2020-21,Dallas Mavericks,4.157894736842105,14.251461988304092
2020-21,Denver Nuggets,3.8636363636363638,15.551948051948056
2020-21,Detroit Pistons,3.9047619047619047,14.290476190476188
2020-21,Golden State Warriors,3.5555555555555554,9.79084967320261
2020-21,Houston Rockets,4.266666666666667,16.409195402298852
2020-21,Indiana Pacers,3.55,6.471052631578948
2020-21,Los Angeles Clippers,6.5,24.894736842105264
2020-21,Los Angeles Lakers,6.578947368421052,19.257309941520464
2020-21,Memphis Grizzlies,2.7222222222222223,7.388888888888889
2020-21,Miami Heat,6.333333333333333,30.133333333333333
2020-21,Milwaukee Bucks,4.681818181818182,16.893939393939394
2020-21,Minnesota Timberwolves,3.0625,9.395833333333334
2020-21,New Orleans Pelicans,3.7142857142857144,16.714285714285715
2020-21,New York Knicks,4.2105263157894735,13.397660818713451
2020-21,Oklahoma City Thunder,2.6818181818181817,12.893939393939393
2020-21,Orlando Magic,3.4285714285714284,9.587301587301589
2020-21,Philadelphia 76ers,4.260869565217392,22.38339920948616
2020-21,Phoenix Suns,4.352941176470588,13.867647058823529
2020-21,Portland Trail Blazers,4.9411764705882355,17.308823529411764
2020-21,Sacramento Kings,3.4166666666666665,8.51449275362319
2020-21,San Antonio Spurs,4.555555555555555,22.61437908496732
2020-21,Toronto Raptors,3.6818181818181817,10.227272727272728
2020-21,Utah Jazz,4.277777777777778,16.918300653594777
2020-21,Washington Wizards,3.7142857142857144,14.714285714285714
